cohort,seed,arm,gate,budget,random_seed,domain,correct,abstain,N_unsafe,N_safe,TP,TN,FP,FN,abstain_unsafe,abstain_safe,routed,S_fit_N,S_overflow_N,S_fit_wrong_to_correct,S_fit_correct_to_wrong,S_fit_correct_to_abstain,S_fit_wrong_to_abstain,S_fit_unrouted_errors,S_fit_correct,S_overflow_recovery_correct,S_overflow_recovery_wrong,S_overflow_final_abstain,S_overflow_unrouted,abstain_input_overflow,abstain_technical,abstain_model,abstain_rule_unsupported,abstain_rule_unresolved,N,task_groups,correct_over_N,coverage,unsafe_recall_all,unsafe_recall_covered,FPR_all,FPR_covered,actual_call_rate,deployment_calls,route_rate,routed_input_tokens,routed_output_tokens,group_macro_correct_over_N,binary_net_correction,group_macro_unsafe_recall_all,group_macro_unsafe_recall_all_eligible_groups,group_macro_FPR_all,group_macro_FPR_all_eligible_groups,group_macro_coverage,group_macro_coverage_eligible_groups
old_test_800,43,L_relation,G_random,0.5,9,slack,12,0,3,9,3,9,0,0,0,0,9,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.75,9,0.75,16628,3834,1.0,0,1.0,1,0.0,1,1.0,1
old_test_800,43,L_relation,G_random,0.5,9,workspace,80,1,32,52,32,48,3,0,0,1,48,70,14,2,1,0,0,1,68,12,1,1,0,0,1,0,0,0,84,6,0.9523809523809523,0.9880952380952381,1.0,1.0,0.057692307692307696,0.058823529411764705,0.5714285714285714,48,0.5714285714285714,105375,20044,0.9522588522588523,1,1.0,6,0.05555555555555555,6,0.9871794871794872,6
old_test_800,43,L_relation,G_random,0.5,10,combined,93,1,35,61,35,58,2,0,0,1,57,82,14,2,0,0,0,1,81,12,1,1,0,0,1,0,0,0,96,7,0.96875,0.9895833333333334,1.0,1.0,0.03278688524590164,0.03333333333333333,0.59375,57,0.59375,109660,23212,0.9692830978545265,2,1.0,7,0.031746031746031744,7,0.989010989010989,7
old_test_800,43,L_relation,G_random,0.5,10,slack,12,0,3,9,3,9,0,0,0,0,9,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.75,9,0.75,14698,3715,1.0,0,1.0,1,0.0,1,1.0,1
old_test_800,43,L_relation,G_random,0.5,10,workspace,81,1,32,52,32,49,2,0,0,1,48,70,14,2,0,0,0,1,69,12,1,1,0,0,1,0,0,0,84,6,0.9642857142857143,0.9880952380952381,1.0,1.0,0.038461538461538464,0.0392156862745098,0.5714285714285714,48,0.5714285714285714,94962,19497,0.9641636141636142,2,1.0,6,0.037037037037037035,6,0.9871794871794872,6
old_test_800,43,L_relation,G_random,0.5,11,combined,93,1,35,61,35,58,2,0,0,1,57,82,14,2,0,0,0,1,81,12,1,1,0,0,1,0,0,0,96,7,0.96875,0.9895833333333334,1.0,1.0,0.03278688524590164,0.03333333333333333,0.59375,57,0.59375,116584,23362,0.9692830978545265,2,1.0,7,0.031746031746031744,7,0.989010989010989,7
old_test_800,43,L_relation,G_random,0.5,11,slack,12,0,3,9,3,9,0,0,0,0,9,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.75,9,0.75,14905,3792,1.0,0,1.0,1,0.0,1,1.0,1
old_test_800,43,L_relation,G_random,0.5,11,workspace,81,1,32,52,32,49,2,0,0,1,48,70,14,2,0,0,0,1,69,12,1,1,0,0,1,0,0,0,84,6,0.9642857142857143,0.9880952380952381,1.0,1.0,0.038461538461538464,0.0392156862745098,0.5714285714285714,48,0.5714285714285714,101679,19570,0.9641636141636142,2,1.0,6,0.037037037037037035,6,0.9871794871794872,6
old_test_800,43,L_relation,G_random,0.5,12,combined,92,1,35,61,35,57,3,0,0,1,57,82,14,2,1,0,0,1,80,12,1,1,0,0,1,0,0,0,96,7,0.9583333333333334,0.9895833333333334,1.0,1.0,0.04918032786885246,0.05,0.59375,57,0.59375,118253,23603,0.9590790162218734,1,1.0,7,0.047619047619047616,7,0.989010989010989,7
old_test_800,43,L_relation,G_random,0.5,12,slack,12,0,3,9,3,9,0,0,0,0,9,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.75,9,0.75,15191,3807,1.0,0,1.0,1,0.0,1,1.0,1
old_test_800,43,L_relation,G_random,0.5,12,workspace,80,1,32,52,32,48,3,0,0,1,48,70,14,2,1,0,0,1,68,12,1,1,0,0,1,0,0,0,84,6,0.9523809523809523,0.9880952380952381,1.0,1.0,0.057692307692307696,0.058823529411764705,0.5714285714285714,48,0.5714285714285714,103062,19796,0.9522588522588523,1,1.0,6,0.05555555555555555,6,0.9871794871794872,6
old_test_800,43,L_relation,G_random,0.5,13,combined,92,1,35,61,35,57,3,0,0,1,57,82,14,2,1,0,0,1,80,12,1,1,0,0,1,0,0,0,96,7,0.9583333333333334,0.9895833333333334,1.0,1.0,0.04918032786885246,0.05,0.59375,57,0.59375,113103,23568,0.9590790162218734,1,1.0,7,0.047619047619047616,7,0.989010989010989,7
old_test_800,43,L_relation,G_random,0.5,13,slack,12,0,3,9,3,9,0,0,0,0,9,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.75,9,0.75,17086,3841,1.0,0,1.0,1,0.0,1,1.0,1
old_test_800,43,L_relation,G_random,0.5,13,workspace,80,1,32,52,32,48,3,0,0,1,48,70,14,2,1,0,0,1,68,12,1,1,0,0,1,0,0,0,84,6,0.9523809523809523,0.9880952380952381,1.0,1.0,0.057692307692307696,0.058823529411764705,0.5714285714285714,48,0.5714285714285714,96017,19727,0.9522588522588523,1,1.0,6,0.05555555555555555,6,0.9871794871794872,6
old_test_800,43,L_relation,G_random,0.5,14,combined,93,1,35,61,35,58,2,0,0,1,57,82,14,3,1,0,0,0,81,12,1,1,0,0,1,0,0,0,96,7,0.96875,0.9895833333333334,1.0,1.0,0.03278688524590164,0.03333333333333333,0.59375,57,0.59375,110428,23604,0.9692830978545265,2,1.0,7,0.031746031746031744,7,0.989010989010989,7
old_test_800,43,L_relation,G_random,0.5,14,slack,12,0,3,9,3,9,0,0,0,0,9,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.75,9,0.75,15440,3854,1.0,0,1.0,1,0.0,1,1.0,1
old_test_800,43,L_relation,G_random,0.5,14,workspace,81,1,32,52,32,49,2,0,0,1,48,70,14,3,1,0,0,0,69,12,1,1,0,0,1,0,0,0,84,6,0.9642857142857143,0.9880952380952381,1.0,1.0,0.038461538461538464,0.0392156862745098,0.5714285714285714,48,0.5714285714285714,94988,19750,0.9641636141636142,2,1.0,6,0.037037037037037035,6,0.9871794871794872,6
old_test_800,43,L_relation,G_random,0.5,15,combined,92,1,35,61,35,57,3,0,0,1,57,82,14,1,0,0,0,2,80,12,1,1,0,0,1,0,0,0,96,7,0.9583333333333334,0.9895833333333334,1.0,1.0,0.04918032786885246,0.05,0.59375,57,0.59375,113566,23375,0.9590790162218734,1,1.0,7,0.047619047619047616,7,0.989010989010989,7
old_test_800,43,L_relation,G_random,0.5,15,slack,12,0,3,9,3,9,0,0,0,0,9,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.75,9,0.75,15556,3801,1.0,0,1.0,1,0.0,1,1.0,1
old_test_800,43,L_relation,G_random,0.5,15,workspace,80,1,32,52,32,48,3,0,0,1,48,70,14,1,0,0,0,2,68,12,1,1,0,0,1,0,0,0,84,6,0.9523809523809523,0.9880952380952381,1.0,1.0,0.057692307692307696,0.058823529411764705,0.5714285714285714,48,0.5714285714285714,98010,19574,0.9522588522588522,1,1.0,6,0.05555555555555555,6,0.9871794871794872,6
old_test_800,43,L_relation,G_random,0.5,16,combined,93,1,35,61,35,58,2,0,0,1,57,82,14,2,0,0,0,1,81,12,1,1,0,0,1,0,0,0,96,7,0.96875,0.9895833333333334,1.0,1.0,0.03278688524590164,0.03333333333333333,0.59375,57,0.59375,112723,23286,0.9692830978545265,2,1.0,7,0.031746031746031744,7,0.989010989010989,7
old_test_800,43,L_relation,G_random,0.5,16,slack,12,0,3,9,3,9,0,0,0,0,9,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.75,9,0.75,15649,3767,1.0,0,1.0,1,0.0,1,1.0,1
old_test_800,43,L_relation,G_random,0.5,16,workspace,81,1,32,52,32,49,2,0,0,1,48,70,14,2,0,0,0,1,69,12,1,1,0,0,1,0,0,0,84,6,0.9642857142857143,0.9880952380952381,1.0,1.0,0.038461538461538464,0.0392156862745098,0.5714285714285714,48,0.5714285714285714,97074,19519,0.9641636141636142,2,1.0,6,0.037037037037037035,6,0.9871794871794872,6
old_test_800,43,L_relation,G_random,0.5,17,combined,91,1,35,61,35,56,4,0,0,1,57,82,14,1,1,0,0,2,79,12,1,1,0,0,1,0,0,0,96,7,0.9479166666666666,0.9895833333333334,1.0,1.0,0.06557377049180328,0.06666666666666667,0.59375,57,0.59375,109853,22976,0.9488749345892203,0,1.0,7,0.06349206349206349,7,0.989010989010989,7
old_test_800,43,L_relation,G_random,0.5,17,slack,12,0,3,9,3,9,0,0,0,0,9,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.75,9,0.75,15670,3798,1.0,0,1.0,1,0.0,1,1.0,1
old_test_800,43,L_relation,G_random,0.5,17,workspace,79,1,32,52,32,47,4,0,0,1,48,70,14,1,1,0,0,2,67,12,1,1,0,0,1,0,0,0,84,6,0.9404761904761905,0.9880952380952381,1.0,1.0,0.07692307692307693,0.0784313725490196,0.5714285714285714,48,0.5714285714285714,94183,19178,0.9403540903540903,0,1.0,6,0.07407407407407407,6,0.9871794871794872,6
old_test_800,43,L_relation,G_random,0.5,18,combined,92,1,35,61,35,57,3,0,0,1,57,82,14,1,0,0,0,2,80,12,1,1,0,0,1,0,0,0,96,7,0.9583333333333334,0.9895833333333334,1.0,1.0,0.04918032786885246,0.05,0.59375,57,0.59375,109883,23040,0.9590790162218734,1,1.0,7,0.047619047619047616,7,0.989010989010989,7
old_test_800,43,L_relation,G_random,0.5,18,slack,12,0,3,9,3,9,0,0,0,0,9,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.75,9,0.75,15467,3766,1.0,0,1.0,1,0.0,1,1.0,1
old_test_800,43,L_relation,G_random,0.5,18,workspace,80,1,32,52,32,48,3,0,0,1,48,70,14,1,0,0,0,2,68,12,1,1,0,0,1,0,0,0,84,6,0.9523809523809523,0.9880952380952381,1.0,1.0,0.057692307692307696,0.058823529411764705,0.5714285714285714,48,0.5714285714285714,94416,19274,0.9522588522588522,1,1.0,6,0.05555555555555555,6,0.9871794871794872,6
old_test_800,43,L_relation,G_random,0.5,19,combined,90,1,35,61,35,55,5,0,0,1,57,82,14,0,1,0,0,3,78,12,1,1,0,0,1,0,0,0,96,7,0.9375,0.9895833333333334,1.0,1.0,0.08196721311475409,0.08333333333333333,0.59375,57,0.59375,113720,23406,0.9386708529565673,-1,1.0,7,0.07936507936507936,7,0.989010989010989,7
old_test_800,43,L_relation,G_random,0.5,19,slack,12,0,3,9,3,9,0,0,0,0,9,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.75,9,0.75,16199,3901,1.0,0,1.0,1,0.0,1,1.0,1
old_test_800,43,L_relation,G_random,0.5,19,workspace,78,1,32,52,32,46,5,0,0,1,48,70,14,0,1,0,0,3,66,12,1,1,0,0,1,0,0,0,84,6,0.9285714285714286,0.9880952380952381,1.0,1.0,0.09615384615384616,0.09803921568627451,0.5714285714285714,48,0.5714285714285714,97521,19505,0.9284493284493285,-1,1.0,6,0.09259259259259259,6,0.9871794871794872,6
old_test_800,44,,E_only,,,combined,80,14,35,61,25,55,2,0,10,4,0,82,14,0,0,0,0,2,80,0,0,14,14,14,0,0,0,0,96,7,0.8333333333333334,0.8541666666666666,0.7142857142857143,1.0,0.03278688524590164,0.03508771929824561,0.0,0,0.0,0,0,0.8383568812140241,0,0.7333333333333334,7,0.031746031746031744,7,0.8587650444793302,7
old_test_800,44,,E_only,,,slack,12,0,3,9,3,9,0,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0,0,1.0,0,1.0,1,0.0,1,1.0,1
old_test_800,44,,E_only,,,workspace,68,14,32,52,22,46,2,0,10,4,0,70,14,0,0,0,0,2,68,0,0,14,14,14,0,0,0,0,84,6,0.8095238095238095,0.8333333333333334,0.6875,1.0,0.038461538461538464,0.041666666666666664,0.0,0,0.0,0,0,0.8114163614163614,0,0.6888888888888889,6,0.037037037037037035,6,0.8352258852258853,6
old_test_800,44,L_direct,G_overflow,,,combined,93,0,35,61,35,58,3,0,0,0,14,82,14,0,0,0,0,2,80,13,1,0,0,0,0,0,0,0,96,7,0.96875,1.0,1.0,1.0,0.04918032786885246,0.04918032786885246,0.14583333333333334,14,0.14583333333333334,32706,1025,0.9686028257456829,0,1.0,7,0.0496031746031746,7,1.0,7
old_test_800,44,L_direct,G_overflow,,,slack,12,0,3,9,3,9,0,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0,0,1.0,0,1.0,1,0.0,1,1.0,1
old_test_800,44,L_direct,G_overflow,,,workspace,81,0,32,52,32,49,3,0,0,0,14,70,14,0,0,0,0,2,68,13,1,0,0,0,0,0,0,0,84,6,0.9642857142857143,1.0,1.0,1.0,0.057692307692307696,0.057692307692307696,0.16666666666666666,14,0.16666666666666666,32706,1025,0.9633699633699634,0,1.0,6,0.05787037037037037,6,1.0,6
old_test_800,44,L_direct,L_all,,,combined,93,0,35,61,35,58,3,0,0,0,96,82,14,2,2,0,0,0,80,13,1,0,0,0,0,0,0,0,96,7,0.96875,1.0,1.0,1.0,0.04918032786885246,0.04918032786885246,1.0,96,1.0,171340,6521,0.9686028257456829,0,1.0,7,0.0496031746031746,7,1.0,7
old_test_800,44,L_direct,L_all,,,slack,12,0,3,9,3,9,0,0,0,0,12,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,12,1.0,18888,816,1.0,0,1.0,1,0.0,1,1.0,1
old_test_800,44,L_direct,L_all,,,workspace,81,0,32,52,32,49,3,0,0,0,84,70,14,2,2,0,0,0,68,13,1,0,0,0,0,0,0,0,84,6,0.9642857142857143,1.0,1.0,1.0,0.057692307692307696,0.057692307692307696,1.0,84,1.0,152452,5705,0.9633699633699634,0,1.0,6,0.05787037037037037,6,1.0,6
old_test_800,44,L_direct,G_uncertainty,0.1,,combined,92,0,35,61,35,57,4,0,0,0,23,82,14,0,1,0,0,2,79,13,1,0,0,0,0,0,0,0,96,7,0.9583333333333334,1.0,1.0,1.0,0.06557377049180328,0.06557377049180328,0.23958333333333334,23,0.23958333333333334,49474,1712,0.9583987441130298,-1,1.0,7,0.06547619047619048,7,1.0,7
old_test_800,44,L_direct,G_uncertainty,0.1,,slack,12,0,3,9,3,9,0,0,0,0,5,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.4166666666666667,5,0.4166666666666667,10249,373,1.0,0,1.0,1,0.0,1,1.0,1
old_test_800,44,L_direct,G_uncertainty,0.1,,workspace,80,0,32,52,32,48,4,0,0,0,18,70,14,0,1,0,0,2,67,13,1,0,0,0,0,0,0,0,84,6,0.9523809523809523,1.0,1.0,1.0,0.07692307692307693,0.07692307692307693,0.21428571428571427,18,0.21428571428571427,39225,1339,0.9514652014652014,-1,1.0,6,0.07638888888888888,6,1.0,6
old_test_800,44,L_direct,G_random,0.1,0,combined,94,0,35,61,35,59,2,0,0,0,23,82,14,1,0,0,0,1,81,13,1,0,0,0,0,0,0,0,96,7,0.9791666666666666,1.0,1.0,1.0,0.03278688524590164,0.03278688524590164,0.23958333333333334,23,0.23958333333333334,50673,1644,0.978806907378336,1,1.0,7,0.03373015873015873,7,1.0,7
old_test_800,44,L_direct,G_random,0.1,0,slack,12,0,3,9,3,9,0,0,0,0,5,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.4166666666666667,5,0.4166666666666667,6230,330,1.0,0,1.0,1,0.0,1,1.0,1
old_test_800,44,L_direct,G_random,0.1,0,workspace,82,0,32,52,32,50,2,0,0,0,18,70,14,1,0,0,0,1,69,13,1,0,0,0,0,0,0,0,84,6,0.9761904761904762,1.0,1.0,1.0,0.038461538461538464,0.038461538461538464,0.21428571428571427,18,0.21428571428571427,44443,1314,0.9752747252747253,1,1.0,6,0.03935185185185185,6,1.0,6
old_test_800,44,L_direct,G_random,0.1,1,combined,93,0,35,61,35,58,3,0,0,0,23,82,14,0,0,0,0,2,80,13,1,0,0,0,0,0,0,0,96,7,0.96875,1.0,1.0,1.0,0.04918032786885246,0.04918032786885246,0.23958333333333334,23,0.23958333333333334,49369,1630,0.9686028257456829,0,1.0,7,0.0496031746031746,7,1.0,7
old_test_800,44,L_direct,G_random,0.1,1,slack,12,0,3,9,3,9,0,0,0,0,5,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.4166666666666667,5,0.4166666666666667,8675,348,1.0,0,1.0,1,0.0,1,1.0,1
old_test_800,44,L_direct,G_random,0.1,1,workspace,81,0,32,52,32,49,3,0,0,0,18,70,14,0,0,0,0,2,68,13,1,0,0,0,0,0,0,0,84,6,0.9642857142857143,1.0,1.0,1.0,0.057692307692307696,0.057692307692307696,0.21428571428571427,18,0.21428571428571427,40694,1282,0.9633699633699634,0,1.0,6,0.05787037037037037,6,1.0,6
old_test_800,44,L_direct,G_random,0.1,2,combined,93,0,35,61,35,58,3,0,0,0,23,82,14,0,0,0,0,2,80,13,1,0,0,0,0,0,0,0,96,7,0.96875,1.0,1.0,1.0,0.04918032786885246,0.04918032786885246,0.23958333333333334,23,0.23958333333333334,47915,1610,0.9686028257456829,0,1.0,7,0.0496031746031746,7,1.0,7
old_test_800,44,L_direct,G_random,0.1,2,slack,12,0,3,9,3,9,0,0,0,0,5,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.4166666666666667,5,0.4166666666666667,8767,332,1.0,0,1.0,1,0.0,1,1.0,1
old_test_800,44,L_direct,G_random,0.1,2,workspace,81,0,32,52,32,49,3,0,0,0,18,70,14,0,0,0,0,2,68,13,1,0,0,0,0,0,0,0,84,6,0.9642857142857143,1.0,1.0,1.0,0.057692307692307696,0.057692307692307696,0.21428571428571427,18,0.21428571428571427,39148,1278,0.9633699633699634,0,1.0,6,0.05787037037037037,6,1.0,6
old_test_800,44,L_direct,G_random,0.1,3,combined,93,0,35,61,35,58,3,0,0,0,23,82,14,0,0,0,0,2,80,13,1,0,0,0,0,0,0,0,96,7,0.96875,1.0,1.0,1.0,0.04918032786885246,0.04918032786885246,0.23958333333333334,23,0.23958333333333334,50021,1637,0.9686028257456829,0,1.0,7,0.0496031746031746,7,1.0,7
old_test_800,44,L_direct,G_random,0.1,3,slack,12,0,3,9,3,9,0,0,0,0,5,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.4166666666666667,5,0.4166666666666667,9278,354,1.0,0,1.0,1,0.0,1,1.0,1
old_test_800,44,L_direct,G_random,0.1,3,workspace,81,0,32,52,32,49,3,0,0,0,18,70,14,0,0,0,0,2,68,13,1,0,0,0,0,0,0,0,84,6,0.9642857142857143,1.0,1.0,1.0,0.057692307692307696,0.057692307692307696,0.21428571428571427,18,0.21428571428571427,40743,1283,0.9633699633699634,0,1.0,6,0.05787037037037037,6,1.0,6
old_test_800,44,L_direct,G_random,0.1,4,combined,93,0,35,61,35,58,3,0,0,0,23,82,14,0,0,0,0,2,80,13,1,0,0,0,0,0,0,0,96,7,0.96875,1.0,1.0,1.0,0.04918032786885246,0.04918032786885246,0.23958333333333334,23,0.23958333333333334,43974,1591,0.9686028257456829,0,1.0,7,0.0496031746031746,7,1.0,7
old_test_800,44,L_direct,G_random,0.1,4,slack,12,0,3,9,3,9,0,0,0,0,5,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.4166666666666667,5,0.4166666666666667,6070,324,1.0,0,1.0,1,0.0,1,1.0,1
old_test_800,44,L_direct,G_random,0.1,4,workspace,81,0,32,52,32,49,3,0,0,0,18,70,14,0,0,0,0,2,68,13,1,0,0,0,0,0,0,0,84,6,0.9642857142857143,1.0,1.0,1.0,0.057692307692307696,0.057692307692307696,0.21428571428571427,18,0.21428571428571427,37904,1267,0.9633699633699634,0,1.0,6,0.05787037037037037,6,1.0,6
old_test_800,44,L_direct,G_random,0.1,5,combined,92,0,35,61,35,57,4,0,0,0,23,82,14,0,1,0,0,2,79,13,1,0,0,0,0,0,0,0,96,7,0.9583333333333334,1.0,1.0,1.0,0.06557377049180328,0.06557377049180328,0.23958333333333334,23,0.23958333333333334,47437,1641,0.9583987441130298,-1,1.0,7,0.06547619047619048,7,1.0,7
old_test_800,44,L_direct,G_random,0.1,5,slack,12,0,3,9,3,9,0,0,0,0,5,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.4166666666666667,5,0.4166666666666667,9671,366,1.0,0,1.0,1,0.0,1,1.0,1
old_test_800,44,L_direct,G_random,0.1,5,workspace,80,0,32,52,32,48,4,0,0,0,18,70,14,0,1,0,0,2,67,13,1,0,0,0,0,0,0,0,84,6,0.9523809523809523,1.0,1.0,1.0,0.07692307692307693,0.07692307692307693,0.21428571428571427,18,0.21428571428571427,37766,1275,0.9514652014652014,-1,1.0,6,0.07638888888888888,6,1.0,6
old_test_800,44,L_direct,G_random,0.1,6,combined,93,0,35,61,35,58,3,0,0,0,23,82,14,0,0,0,0,2,80,13,1,0,0,0,0,0,0,0,96,7,0.96875,1.0,1.0,1.0,0.04918032786885246,0.04918032786885246,0.23958333333333334,23,0.23958333333333334,45747,1610,0.9686028257456829,0,1.0,7,0.0496031746031746,7,1.0,7
old_test_800,44,L_direct,G_random,0.1,6,slack,12,0,3,9,3,9,0,0,0,0,5,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.4166666666666667,5,0.4166666666666667,6580,335,1.0,0,1.0,1,0.0,1,1.0,1
old_test_800,44,L_direct,G_random,0.1,6,workspace,81,0,32,52,32,49,3,0,0,0,18,70,14,0,0,0,0,2,68,13,1,0,0,0,0,0,0,0,84,6,0.9642857142857143,1.0,1.0,1.0,0.057692307692307696,0.057692307692307696,0.21428571428571427,18,0.21428571428571427,39167,1275,0.9633699633699634,0,1.0,6,0.05787037037037037,6,1.0,6
old_test_800,44,L_direct,G_random,0.1,7,combined,92,0,35,61,35,57,4,0,0,0,23,82,14,0,1,0,0,2,79,13,1,0,0,0,0,0,0,0,96,7,0.9583333333333334,1.0,1.0,1.0,0.06557377049180328,0.06557377049180328,0.23958333333333334,23,0.23958333333333334,45370,1684,0.9583987441130298,-1,1.0,7,0.06547619047619048,7,1.0,7
old_test_800,44,L_direct,G_random,0.1,7,slack,12,0,3,9,3,9,0,0,0,0,5,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.4166666666666667,5,0.4166666666666667,7040,323,1.0,0,1.0,1,0.0,1,1.0,1
old_test_800,44,L_direct,G_random,0.1,7,workspace,80,0,32,52,32,48,4,0,0,0,18,70,14,0,1,0,0,2,67,13,1,0,0,0,0,0,0,0,84,6,0.9523809523809523,1.0,1.0,1.0,0.07692307692307693,0.07692307692307693,0.21428571428571427,18,0.21428571428571427,38330,1361,0.9514652014652014,-1,1.0,6,0.07638888888888888,6,1.0,6
old_test_800,44,L_direct,G_random,0.1,8,combined,94,0,35,61,35,59,2,0,0,0,23,82,14,1,0,0,0,1,81,13,1,0,0,0,0,0,0,0,96,7,0.9791666666666666,1.0,1.0,1.0,0.03278688524590164,0.03278688524590164,0.23958333333333334,23,0.23958333333333334,49161,1641,0.978806907378336,1,1.0,7,0.03373015873015873,7,1.0,7
old_test_800,44,L_direct,G_random,0.1,8,slack,12,0,3,9,3,9,0,0,0,0,5,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.4166666666666667,5,0.4166666666666667,8318,341,1.0,0,1.0,1,0.0,1,1.0,1
old_test_800,44,L_direct,G_random,0.1,8,workspace,82,0,32,52,32,50,2,0,0,0,18,70,14,1,0,0,0,1,69,13,1,0,0,0,0,0,0,0,84,6,0.9761904761904762,1.0,1.0,1.0,0.038461538461538464,0.038461538461538464,0.21428571428571427,18,0.21428571428571427,40843,1300,0.9752747252747253,1,1.0,6,0.03935185185185185,6,1.0,6
old_test_800,44,L_direct,G_random,0.1,9,combined,93,0,35,61,35,58,3,0,0,0,23,82,14,0,0,0,0,2,80,13,1,0,0,0,0,0,0,0,96,7,0.96875,1.0,1.0,1.0,0.04918032786885246,0.04918032786885246,0.23958333333333334,23,0.23958333333333334,49156,1646,0.9686028257456829,0,1.0,7,0.0496031746031746,7,1.0,7
old_test_800,44,L_direct,G_random,0.1,9,slack,12,0,3,9,3,9,0,0,0,0,5,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.4166666666666667,5,0.4166666666666667,9282,351,1.0,0,1.0,1,0.0,1,1.0,1
old_test_800,44,L_direct,G_random,0.1,9,workspace,81,0,32,52,32,49,3,0,0,0,18,70,14,0,0,0,0,2,68,13,1,0,0,0,0,0,0,0,84,6,0.9642857142857143,1.0,1.0,1.0,0.057692307692307696,0.057692307692307696,0.21428571428571427,18,0.21428571428571427,39874,1295,0.9633699633699634,0,1.0,6,0.05787037037037037,6,1.0,6
old_test_800,44,L_direct,G_random,0.1,10,combined,93,0,35,61,35,58,3,0,0,0,23,82,14,0,0,0,0,2,80,13,1,0,0,0,0,0,0,0,96,7,0.96875,1.0,1.0,1.0,0.04918032786885246,0.04918032786885246,0.23958333333333334,23,0.23958333333333334,44209,1586,0.9686028257456829,0,1.0,7,0.0496031746031746,7,1.0,7
old_test_800,44,L_direct,G_random,0.1,10,slack,12,0,3,9,3,9,0,0,0,0,5,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.4166666666666667,5,0.4166666666666667,6347,312,1.0,0,1.0,1,0.0,1,1.0,1
old_test_800,44,L_direct,G_random,0.1,10,workspace,81,0,32,52,32,49,3,0,0,0,18,70,14,0,0,0,0,2,68,13,1,0,0,0,0,0,0,0,84,6,0.9642857142857143,1.0,1.0,1.0,0.057692307692307696,0.057692307692307696,0.21428571428571427,18,0.21428571428571427,37862,1274,0.9633699633699634,0,1.0,6,0.05787037037037037,6,1.0,6
