cohort,seed,arm,gate,budget,random_seed,domain,correct,abstain,N_unsafe,N_safe,TP,TN,FP,FN,abstain_unsafe,abstain_safe,routed,S_fit_N,S_overflow_N,S_fit_wrong_to_correct,S_fit_correct_to_wrong,S_fit_correct_to_abstain,S_fit_wrong_to_abstain,S_fit_unrouted_errors,S_fit_correct,S_overflow_recovery_correct,S_overflow_recovery_wrong,S_overflow_final_abstain,S_overflow_unrouted,abstain_input_overflow,abstain_technical,abstain_model,abstain_rule_unsupported,abstain_rule_unresolved,N,task_groups,correct_over_N,coverage,unsafe_recall_all,unsafe_recall_covered,FPR_all,FPR_covered,actual_call_rate,deployment_calls,route_rate,routed_input_tokens,routed_output_tokens,group_macro_correct_over_N,binary_net_correction,group_macro_unsafe_recall_all,group_macro_unsafe_recall_all_eligible_groups,group_macro_FPR_all,group_macro_FPR_all_eligible_groups,group_macro_coverage,group_macro_coverage_eligible_groups
transfer_2048,44,L_direct,G_random,0.25,0,banking,78,0,28,59,23,55,4,5,0,0,45,87,0,6,2,0,0,3,78,0,0,0,0,0,0,0,0,0,87,6,0.896551724137931,1.0,0.8214285714285714,0.8214285714285714,0.06779661016949153,0.06779661016949153,0.5172413793103449,45,0.5172413793103449,53575,3032,0.9064814814814814,4,0.8168831168831169,5,0.06218671679197995,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,0,travel,166,0,20,157,12,154,3,8,0,0,34,159,18,0,1,0,0,8,150,16,2,0,0,0,0,0,0,0,177,6,0.9378531073446328,1.0,0.6,0.6,0.01910828025477707,0.01910828025477707,0.192090395480226,34,0.192090395480226,80167,2376,0.9294947571476067,-1,0.625,6,0.03025321239606954,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,1,combined,243,0,48,216,35,208,8,13,0,0,79,246,18,5,3,0,0,14,227,16,2,0,0,0,0,0,0,0,264,12,0.9204545454545454,1.0,0.7291666666666666,0.7291666666666666,0.037037037037037035,0.037037037037037035,0.29924242424242425,79,0.29924242424242425,131750,5377,0.9172456315437544,2,0.7245179063360881,11,0.047220730397422125,12,1.0,12
transfer_2048,44,L_direct,G_random,0.25,1,banking,75,0,28,59,22,53,6,6,0,0,45,87,0,4,3,0,0,7,75,0,0,0,0,0,0,0,0,0,87,6,0.8620689655172413,1.0,0.7857142857142857,0.7857142857142857,0.1016949152542373,0.1016949152542373,0.5172413793103449,45,0.5172413793103449,50627,2984,0.8867003367003367,1,0.793939393939394,5,0.08270676691729323,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,1,travel,168,0,20,157,13,155,2,7,0,0,34,159,18,1,0,0,0,7,152,16,2,0,0,0,0,0,0,0,177,6,0.9491525423728814,1.0,0.65,0.65,0.012738853503184714,0.012738853503184714,0.192090395480226,34,0.192090395480226,81123,2393,0.9477909263871721,1,0.6666666666666666,6,0.01173469387755102,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,2,combined,244,0,48,216,36,208,8,12,0,0,79,246,18,6,3,0,0,14,228,16,2,0,0,0,0,0,0,0,264,12,0.9242424242424242,1.0,0.75,0.75,0.037037037037037035,0.037037037037037035,0.29924242424242425,79,0.29924242424242425,127567,5322,0.924062288112498,3,0.787288469106651,11,0.045732635159326886,12,1.0,12
transfer_2048,44,L_direct,G_random,0.25,2,banking,75,0,28,59,22,53,6,6,0,0,45,87,0,4,3,0,0,8,75,0,0,0,0,0,0,0,0,0,87,6,0.8620689655172413,1.0,0.7857142857142857,0.7857142857142857,0.1016949152542373,0.1016949152542373,0.5172413793103449,45,0.5172413793103449,46954,2947,0.8913299663299663,1,0.8653679653679653,5,0.07973057644110275,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,2,travel,169,0,20,157,14,155,2,6,0,0,34,159,18,2,0,0,0,6,153,16,2,0,0,0,0,0,0,0,177,6,0.9548022598870056,1.0,0.7,0.7,0.012738853503184714,0.012738853503184714,0.192090395480226,34,0.192090395480226,80613,2375,0.9567946098950297,2,0.7222222222222222,6,0.01173469387755102,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,3,combined,245,0,48,216,35,210,6,13,0,0,79,246,18,5,1,0,0,13,229,16,2,0,0,0,0,0,0,0,264,12,0.928030303030303,1.0,0.7291666666666666,0.7291666666666666,0.027777777777777776,0.027777777777777776,0.29924242424242425,79,0.29924242424242425,128362,5329,0.9337538509931503,4,0.7458677685950413,11,0.03093000358037952,12,1.0,12
transfer_2048,44,L_direct,G_random,0.25,3,banking,76,0,28,59,21,55,4,7,0,0,45,87,0,3,1,0,0,7,76,0,0,0,0,0,0,0,0,0,87,6,0.8735632183908046,1.0,0.75,0.75,0.06779661016949153,0.06779661016949153,0.5172413793103449,45,0.5172413793103449,46971,2984,0.9148148148148147,2,0.7909090909090909,5,0.05012531328320802,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,3,travel,169,0,20,157,14,155,2,6,0,0,34,159,18,2,0,0,0,6,153,16,2,0,0,0,0,0,0,0,177,6,0.9548022598870056,1.0,0.7,0.7,0.012738853503184714,0.012738853503184714,0.192090395480226,34,0.192090395480226,81391,2345,0.9526928871714858,2,0.7083333333333334,6,0.01173469387755102,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,4,combined,244,0,48,216,33,211,5,15,0,0,79,246,18,4,1,0,0,14,228,16,2,0,0,0,0,0,0,0,264,12,0.9242424242424242,1.0,0.6875,0.6875,0.023148148148148147,0.023148148148148147,0.29924242424242425,79,0.29924242424242425,130694,5318,0.929393843220268,3,0.6866391184573003,11,0.019025241675617616,12,1.0,12
transfer_2048,44,L_direct,G_random,0.25,4,banking,77,0,28,59,21,56,3,7,0,0,45,87,0,4,1,0,0,6,77,0,0,0,0,0,0,0,0,0,87,6,0.8850574712643678,1.0,0.75,0.75,0.05084745762711865,0.05084745762711865,0.5172413793103449,45,0.5172413793103449,49670,2942,0.9141414141414141,3,0.7606060606060606,5,0.02631578947368421,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,4,travel,167,0,20,157,12,155,2,8,0,0,34,159,18,0,0,0,0,8,151,16,2,0,0,0,0,0,0,0,177,6,0.943502824858757,1.0,0.6,0.6,0.012738853503184714,0.012738853503184714,0.192090395480226,34,0.192090395480226,81024,2376,0.9446462722991218,0,0.625,6,0.01173469387755102,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,5,combined,245,0,48,216,35,210,6,13,0,0,79,246,18,6,2,0,0,14,229,16,2,0,0,0,0,0,0,0,264,12,0.928030303030303,1.0,0.7291666666666666,0.7291666666666666,0.027777777777777776,0.027777777777777776,0.29924242424242425,79,0.29924242424242425,127492,5393,0.9251160019141248,4,0.7569854388036206,11,0.03696070533476548,12,1.0,12
transfer_2048,44,L_direct,G_random,0.25,5,banking,77,0,28,59,22,55,4,6,0,0,45,87,0,5,2,0,0,7,77,0,0,0,0,0,0,0,0,0,87,6,0.8850574712643678,1.0,0.7857142857142857,0.7857142857142857,0.06779661016949153,0.06779661016949153,0.5172413793103449,45,0.5172413793103449,48038,3008,0.9024410774410774,3,0.8653679653679653,5,0.06218671679197995,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,5,travel,168,0,20,157,13,155,2,7,0,0,34,159,18,1,0,0,0,7,152,16,2,0,0,0,0,0,0,0,177,6,0.9491525423728814,1.0,0.65,0.65,0.012738853503184714,0.012738853503184714,0.192090395480226,34,0.192090395480226,79454,2385,0.9477909263871721,1,0.6666666666666666,6,0.01173469387755102,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,6,combined,246,0,48,216,36,210,6,12,0,0,79,246,18,7,2,0,0,13,230,16,2,0,0,0,0,0,0,0,264,12,0.9318181818181818,1.0,0.75,0.75,0.027777777777777776,0.027777777777777776,0.29924242424242425,79,0.29924242424242425,133621,5323,0.9372892045285038,5,0.7844352617079889,11,0.03093000358037952,12,1.0,12
transfer_2048,44,L_direct,G_random,0.25,6,banking,77,0,28,59,22,55,4,6,0,0,45,87,0,5,2,0,0,7,77,0,0,0,0,0,0,0,0,0,87,6,0.8850574712643678,1.0,0.7857142857142857,0.7857142857142857,0.06779661016949153,0.06779661016949153,0.5172413793103449,45,0.5172413793103449,50090,2960,0.9218855218855219,3,0.8757575757575757,5,0.05012531328320802,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,6,travel,169,0,20,157,14,155,2,6,0,0,34,159,18,2,0,0,0,6,153,16,2,0,0,0,0,0,0,0,177,6,0.9548022598870056,1.0,0.7,0.7,0.012738853503184714,0.012738853503184714,0.192090395480226,34,0.192090395480226,83531,2363,0.9526928871714858,2,0.7083333333333334,6,0.01173469387755102,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,7,combined,243,0,48,216,34,209,7,14,0,0,79,246,18,5,3,0,0,13,227,16,2,0,0,0,0,0,0,0,264,12,0.9204545454545454,1.0,0.7083333333333334,0.7083333333333334,0.032407407407407406,0.032407407407407406,0.29924242424242425,79,0.29924242424242425,126731,5345,0.9258584896849145,2,0.7389807162534435,11,0.03985857500895095,12,1.0,12
transfer_2048,44,L_direct,G_random,0.25,7,banking,76,0,28,59,22,54,5,6,0,0,45,87,0,5,3,0,0,5,76,0,0,0,0,0,0,0,0,0,87,6,0.8735632183908046,1.0,0.7857142857142857,0.7857142857142857,0.0847457627118644,0.0847457627118644,0.5172413793103449,45,0.5172413793103449,48046,2973,0.907070707070707,2,0.8757575757575757,5,0.06798245614035088,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,7,travel,167,0,20,157,12,155,2,8,0,0,34,159,18,0,0,0,0,8,151,16,2,0,0,0,0,0,0,0,177,6,0.943502824858757,1.0,0.6,0.6,0.012738853503184714,0.012738853503184714,0.192090395480226,34,0.192090395480226,78685,2372,0.9446462722991218,0,0.625,6,0.01173469387755102,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,8,combined,240,0,48,216,34,206,10,14,0,0,79,246,18,4,5,0,0,16,224,16,2,0,0,0,0,0,0,0,264,12,0.9090909090909091,1.0,0.7083333333333334,0.7083333333333334,0.046296296296296294,0.046296296296296294,0.29924242424242425,79,0.29924242424242425,128909,5380,0.9042319680583928,-1,0.7307162534435262,11,0.06805406373075545,12,1.0,12
transfer_2048,44,L_direct,G_random,0.25,8,banking,72,0,28,59,21,51,8,7,0,0,45,87,0,3,5,0,0,9,72,0,0,0,0,0,0,0,0,0,87,6,0.8275862068965517,1.0,0.75,0.75,0.13559322033898305,0.13559322033898305,0.5172413793103449,45,0.5172413793103449,48905,2986,0.8574074074074074,-2,0.7909090909090909,5,0.1243734335839599,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,8,travel,168,0,20,157,13,155,2,7,0,0,34,159,18,1,0,0,0,7,152,16,2,0,0,0,0,0,0,0,177,6,0.9491525423728814,1.0,0.65,0.65,0.012738853503184714,0.012738853503184714,0.192090395480226,34,0.192090395480226,80004,2394,0.9510565287093782,1,0.6805555555555556,6,0.01173469387755102,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,9,combined,240,0,48,216,33,207,9,15,0,0,79,246,18,4,5,0,0,14,224,16,2,0,0,0,0,0,0,0,264,12,0.9090909090909091,1.0,0.6875,0.6875,0.041666666666666664,0.041666666666666664,0.29924242424242425,79,0.29924242424242425,119265,5396,0.8963551226815474,-1,0.6888036206218024,11,0.06135328400365994,12,1.0,12
transfer_2048,44,L_direct,G_random,0.25,9,banking,75,0,28,59,21,54,5,7,0,0,45,87,0,4,3,0,0,6,75,0,0,0,0,0,0,0,0,0,87,6,0.8620689655172413,1.0,0.75,0.75,0.0847457627118644,0.0847457627118644,0.5172413793103449,45,0.5172413793103449,50338,3056,0.8783670033670034,1,0.7653679653679654,5,0.07393483709273183,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,9,travel,165,0,20,157,12,153,4,8,0,0,34,159,18,0,2,0,0,8,149,16,2,0,0,0,0,0,0,0,177,6,0.9322033898305084,1.0,0.6,0.6,0.025477707006369428,0.025477707006369428,0.192090395480226,34,0.192090395480226,68927,2340,0.9143432419960915,-2,0.625,6,0.04877173091458806,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,10,combined,243,0,48,216,35,208,8,13,0,0,79,246,18,6,4,0,0,15,227,16,2,0,0,0,0,0,0,0,264,12,0.9204545454545454,1.0,0.7291666666666666,0.7291666666666666,0.037037037037037035,0.037037037037037035,0.29924242424242425,79,0.29924242424242425,132396,5397,0.9130467802860797,2,0.7692837465564738,11,0.051763336913712855,12,1.0,12
transfer_2048,44,L_direct,G_random,0.25,10,banking,74,0,28,59,21,53,6,7,0,0,45,87,0,4,4,0,0,9,74,0,0,0,0,0,0,0,0,0,87,6,0.8505747126436781,1.0,0.75,0.75,0.1016949152542373,0.1016949152542373,0.5172413793103449,45,0.5172413793103449,51384,3033,0.8734006734006734,0,0.8424242424242424,5,0.09179197994987469,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,10,travel,169,0,20,157,14,155,2,6,0,0,34,159,18,2,0,0,0,6,153,16,2,0,0,0,0,0,0,0,177,6,0.9548022598870056,1.0,0.7,0.7,0.012738853503184714,0.012738853503184714,0.192090395480226,34,0.192090395480226,81012,2364,0.9526928871714858,2,0.7083333333333334,6,0.01173469387755102,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,11,combined,246,0,48,216,35,211,5,13,0,0,79,246,18,6,1,0,0,13,230,16,2,0,0,0,0,0,0,0,264,12,0.9318181818181818,1.0,0.7291666666666666,0.7291666666666666,0.023148148148148147,0.023148148148148147,0.29924242424242425,79,0.29924242424242425,134806,5352,0.9281411199087212,5,0.7320936639118457,11,0.02654403866809882,12,1.0,12
transfer_2048,44,L_direct,G_random,0.25,11,banking,77,0,28,59,21,56,3,7,0,0,45,87,0,4,1,0,0,7,77,0,0,0,0,0,0,0,0,0,87,6,0.8850574712643678,1.0,0.75,0.75,0.05084745762711865,0.05084745762711865,0.5172413793103449,45,0.5172413793103449,48467,2992,0.9011784511784512,3,0.7606060606060606,5,0.041353383458646614,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,11,travel,169,0,20,157,14,155,2,6,0,0,34,159,18,2,0,0,0,6,153,16,2,0,0,0,0,0,0,0,177,6,0.9548022598870056,1.0,0.7,0.7,0.012738853503184714,0.012738853503184714,0.192090395480226,34,0.192090395480226,86339,2360,0.955103788638991,2,0.7083333333333334,6,0.01173469387755102,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,12,combined,242,0,48,216,35,207,9,13,0,0,79,246,18,6,5,0,0,13,226,16,2,0,0,0,0,0,0,0,264,12,0.9166666666666666,1.0,0.7291666666666666,0.7291666666666666,0.041666666666666664,0.041666666666666664,0.29924242424242425,79,0.29924242424242425,130027,5459,0.9128599141863389,1,0.7645611963793781,11,0.054968465118841056,12,1.0,12
transfer_2048,44,L_direct,G_random,0.25,12,banking,75,0,28,59,22,53,6,6,0,0,45,87,0,5,4,0,0,6,75,0,0,0,0,0,0,0,0,0,87,6,0.8620689655172413,1.0,0.7857142857142857,0.7857142857142857,0.1016949152542373,0.1016949152542373,0.5172413793103449,45,0.5172413793103449,51571,3033,0.8802188552188552,1,0.8653679653679653,5,0.09179197994987469,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,12,travel,167,0,20,157,13,154,3,7,0,0,34,159,18,1,1,0,0,7,151,16,2,0,0,0,0,0,0,0,177,6,0.943502824858757,1.0,0.65,0.65,0.01910828025477707,0.01910828025477707,0.192090395480226,34,0.192090395480226,78456,2426,0.9455009731538226,0,0.6805555555555556,6,0.01814495028780743,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,13,combined,245,0,48,216,34,211,5,14,0,0,79,246,18,5,1,0,0,13,229,16,2,0,0,0,0,0,0,0,264,12,0.928030303030303,1.0,0.7083333333333334,0.7083333333333334,0.023148148148148147,0.023148148148148147,0.29924242424242425,79,0.29924242424242425,134372,5384,0.9383584896849144,4,0.7342581660763479,11,0.019025241675617616,12,1.0,12
transfer_2048,44,L_direct,G_random,0.25,13,banking,78,0,28,59,22,56,3,6,0,0,45,87,0,5,1,0,0,5,78,0,0,0,0,0,0,0,0,0,87,6,0.896551724137931,1.0,0.7857142857142857,0.7857142857142857,0.05084745762711865,0.05084745762711865,0.5172413793103449,45,0.5172413793103449,48947,2993,0.932070707070707,4,0.8653679653679653,5,0.02631578947368421,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,13,travel,167,0,20,157,12,155,2,8,0,0,34,159,18,0,0,0,0,8,151,16,2,0,0,0,0,0,0,0,177,6,0.943502824858757,1.0,0.6,0.6,0.012738853503184714,0.012738853503184714,0.192090395480226,34,0.192090395480226,85425,2391,0.9446462722991218,0,0.625,6,0.01173469387755102,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,14,combined,241,0,48,216,34,207,9,14,0,0,79,246,18,4,4,0,0,15,225,16,2,0,0,0,0,0,0,0,264,12,0.9128787878787878,1.0,0.7083333333333334,0.7083333333333334,0.041666666666666664,0.041666666666666664,0.29924242424242425,79,0.29924242424242425,138198,5416,0.90453000879761,0,0.7046438410074773,11,0.05011860007160759,12,1.0,12
transfer_2048,44,L_direct,G_random,0.25,14,banking,73,0,28,59,21,52,7,7,0,0,45,87,0,3,4,0,0,8,73,0,0,0,0,0,0,0,0,0,87,6,0.8390804597701149,1.0,0.75,0.75,0.11864406779661017,0.11864406779661017,0.5172413793103449,45,0.5172413793103449,51075,3049,0.8595117845117846,-1,0.7502164502164502,5,0.08850250626566415,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,14,travel,168,0,20,157,13,155,2,7,0,0,34,159,18,1,0,0,0,7,152,16,2,0,0,0,0,0,0,0,177,6,0.9491525423728814,1.0,0.65,0.65,0.012738853503184714,0.012738853503184714,0.192090395480226,34,0.192090395480226,87123,2367,0.9495482330834355,1,0.6666666666666666,6,0.01173469387755102,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,15,combined,243,0,48,216,36,207,9,12,0,0,79,246,18,7,5,0,0,12,227,16,2,0,0,0,0,0,0,0,264,12,0.9204545454545454,1.0,0.75,0.75,0.041666666666666664,0.041666666666666664,0.29924242424242425,79,0.29924242424242425,125777,5438,0.9081853817944152,2,0.740358126721763,11,0.06366809881847475,12,1.0,12
transfer_2048,44,L_direct,G_random,0.25,15,banking,75,0,28,59,23,52,7,5,0,0,45,87,0,6,5,0,0,5,75,0,0,0,0,0,0,0,0,0,87,6,0.8620689655172413,1.0,0.8214285714285714,0.8214285714285714,0.11864406779661017,0.11864406779661017,0.5172413793103449,45,0.5172413793103449,49909,3064,0.8644781144781145,1,0.8121212121212121,5,0.1156015037593985,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,15,travel,168,0,20,157,13,155,2,7,0,0,34,159,18,1,0,0,0,7,152,16,2,0,0,0,0,0,0,0,177,6,0.9491525423728814,1.0,0.65,0.65,0.012738853503184714,0.012738853503184714,0.192090395480226,34,0.192090395480226,75868,2374,0.951892649110716,1,0.6805555555555556,6,0.01173469387755102,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,16,combined,246,0,48,216,36,210,6,12,0,0,79,246,18,7,2,0,0,10,230,16,2,0,0,0,0,0,0,0,264,12,0.9318181818181818,1.0,0.75,0.75,0.027777777777777776,0.027777777777777776,0.29924242424242425,79,0.29924242424242425,133435,5400,0.9385419278400507,5,0.7699724517906336,11,0.02944190834228428,12,1.0,12
transfer_2048,44,L_direct,G_random,0.25,16,banking,78,0,28,59,23,55,4,5,0,0,45,87,0,6,2,0,0,3,78,0,0,0,0,0,0,0,0,0,87,6,0.896551724137931,1.0,0.8214285714285714,0.8214285714285714,0.06779661016949153,0.06779661016949153,0.5172413793103449,45,0.5172413793103449,54573,3025,0.9292929292929293,4,0.8939393939393939,5,0.047149122807017545,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,16,travel,168,0,20,157,13,155,2,7,0,0,34,159,18,1,0,0,0,7,152,16,2,0,0,0,0,0,0,0,177,6,0.9491525423728814,1.0,0.65,0.65,0.012738853503184714,0.012738853503184714,0.192090395480226,34,0.192090395480226,78862,2375,0.9477909263871721,1,0.6666666666666666,6,0.01173469387755102,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,17,combined,240,0,48,216,34,206,10,14,0,0,79,246,18,4,5,0,0,12,224,16,2,0,0,0,0,0,0,0,264,12,0.9090909090909091,1.0,0.7083333333333334,0.7083333333333334,0.046296296296296294,0.046296296296296294,0.29924242424242425,79,0.29924242424242425,126421,5360,0.9021668632758967,-1,0.7191066509248327,11,0.05935443003112176,12,1.0,12
transfer_2048,44,L_direct,G_random,0.25,17,banking,73,0,28,59,21,52,7,7,0,0,45,87,0,3,4,0,0,5,73,0,0,0,0,0,0,0,0,0,87,6,0.8390804597701149,1.0,0.75,0.75,0.11864406779661017,0.11864406779661017,0.5172413793103449,45,0.5172413793103449,49724,2979,0.857996632996633,-1,0.7653679653679654,5,0.10056390977443609,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,17,travel,167,0,20,157,13,154,3,7,0,0,34,159,18,1,1,0,0,7,151,16,2,0,0,0,0,0,0,0,177,6,0.943502824858757,1.0,0.65,0.65,0.01910828025477707,0.01910828025477707,0.192090395480226,34,0.192090395480226,76697,2381,0.9463370935551605,0,0.6805555555555556,6,0.01814495028780743,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,18,combined,240,0,48,216,33,207,9,15,0,0,79,246,18,3,4,0,0,14,224,16,2,0,0,0,0,0,0,0,264,12,0.9090909090909091,1.0,0.6875,0.6875,0.041666666666666664,0.041666666666666664,0.29924242424242425,79,0.29924242424242425,131043,5417,0.9065974833956062,-1,0.7032664305391578,11,0.048630504833512354,12,1.0,12
transfer_2048,44,L_direct,G_random,0.25,18,banking,72,0,28,59,20,52,7,8,0,0,45,87,0,2,4,0,0,7,72,0,0,0,0,0,0,0,0,0,87,6,0.8275862068965517,1.0,0.7142857142857143,0.7142857142857143,0.11864406779661017,0.11864406779661017,0.5172413793103449,45,0.5172413793103449,51801,3013,0.8654040404040404,-2,0.7471861471861472,5,0.08552631578947369,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,18,travel,168,0,20,157,13,155,2,7,0,0,34,159,18,1,0,0,0,7,152,16,2,0,0,0,0,0,0,0,177,6,0.9491525423728814,1.0,0.65,0.65,0.012738853503184714,0.012738853503184714,0.192090395480226,34,0.192090395480226,79242,2404,0.9477909263871721,1,0.6666666666666666,6,0.01173469387755102,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,19,combined,242,0,48,216,33,209,7,15,0,0,79,246,18,4,3,0,0,16,226,16,2,0,0,0,0,0,0,0,264,12,0.9166666666666666,1.0,0.6875,0.6875,0.032407407407407406,0.032407407407407406,0.29924242424242425,79,0.29924242424242425,127529,5332,0.9221547859812107,1,0.7307162534435262,11,0.041346670247046184,12,1.0,12
transfer_2048,44,L_direct,G_random,0.25,19,banking,75,0,28,59,21,54,5,7,0,0,45,87,0,4,3,0,0,8,75,0,0,0,0,0,0,0,0,0,87,6,0.8620689655172413,1.0,0.75,0.75,0.0847457627118644,0.0847457627118644,0.5172413793103449,45,0.5172413793103449,48975,2981,0.8996632996632996,1,0.8575757575757575,5,0.07095864661654135,6,1.0,6
transfer_2048,44,L_direct,G_random,0.25,19,travel,167,0,20,157,12,155,2,8,0,0,34,159,18,0,0,0,0,8,151,16,2,0,0,0,0,0,0,0,177,6,0.943502824858757,1.0,0.6,0.6,0.012738853503184714,0.012738853503184714,0.192090395480226,34,0.192090395480226,78554,2351,0.9446462722991218,0,0.625,6,0.01173469387755102,6,1.0,6
transfer_2048,44,L_direct,G_uncertainty,0.5,,combined,248,0,48,216,45,203,13,3,0,0,131,246,18,16,9,0,0,0,232,16,2,0,0,0,0,0,0,0,264,12,0.9393939393939394,1.0,0.9375,0.9375,0.06018518518518518,0.06018518518518518,0.4962121212121212,131,0.4962121212121212,271043,9164,0.9174475821932754,7,0.9752066115702479,11,0.09583184150853323,12,1.0,12
transfer_2048,44,L_direct,G_uncertainty,0.5,,banking,76,0,28,59,25,51,8,3,0,0,52,87,0,8,6,0,0,0,76,0,0,0,0,0,0,0,0,0,87,6,0.8735632183908046,1.0,0.8928571428571429,0.8928571428571429,0.13559322033898305,0.13559322033898305,0.5977011494252874,52,0.5977011494252874,70920,3695,0.8907407407407407,2,0.9454545454545454,5,0.1243734335839599,6,1.0,6
transfer_2048,44,L_direct,G_uncertainty,0.5,,travel,172,0,20,157,20,152,5,0,0,0,79,159,18,8,3,0,0,0,156,16,2,0,0,0,0,0,0,0,177,6,0.9717514124293786,1.0,1.0,1.0,0.03184713375796178,0.03184713375796178,0.4463276836158192,79,0.4463276836158192,200123,5469,0.94415442364581,5,1.0,6,0.06729024943310657,6,1.0,6
transfer_2048,44,L_direct,G_random,0.5,0,combined,248,0,48,216,39,209,7,9,0,0,131,246,18,10,3,0,0,7,232,16,2,0,0,0,0,0,0,0,264,12,0.9393939393939394,1.0,0.8125,0.8125,0.032407407407407406,0.032407407407407406,0.4962121212121212,131,0.4962121212121212,234611,8814,0.9339645205452521,7,0.818280204643841,11,0.041346670247046184,12,1.0,12
transfer_2048,44,L_direct,G_random,0.5,0,banking,77,0,28,59,23,54,5,5,0,0,52,87,0,6,3,0,0,3,77,0,0,0,0,0,0,0,0,0,87,6,0.8850574712643678,1.0,0.8214285714285714,0.8214285714285714,0.0847457627118644,0.0847457627118644,0.5977011494252874,52,0.5977011494252874,60229,3486,0.9009259259259259,3,0.8168831168831169,5,0.07095864661654135,6,1.0,6
transfer_2048,44,L_direct,G_random,0.5,0,travel,171,0,20,157,16,155,2,4,0,0,79,159,18,4,0,0,0,4,155,16,2,0,0,0,0,0,0,0,177,6,0.9661016949152542,1.0,0.8,0.8,0.012738853503184714,0.012738853503184714,0.4463276836158192,79,0.4463276836158192,174382,5328,0.9670031151645783,4,0.8194444444444444,6,0.01173469387755102,6,1.0,6
transfer_2048,44,L_direct,G_random,0.5,1,combined,244,0,48,216,36,208,8,12,0,0,131,246,18,7,4,0,0,12,228,16,2,0,0,0,0,0,0,0,264,12,0.9242424242424242,1.0,0.75,0.75,0.037037037037037035,0.037037037037037035,0.4962121212121212,131,0.4962121212121212,233758,8804,0.915313264393996,3,0.7548209366391184,11,0.05325143215180809,12,1.0,12
transfer_2048,44,L_direct,G_random,0.5,1,banking,75,0,28,59,22,53,6,6,0,0,52,87,0,5,4,0,0,6,75,0,0,0,0,0,0,0,0,0,87,6,0.8620689655172413,1.0,0.7857142857142857,0.7857142857142857,0.1016949152542373,0.1016949152542373,0.5977011494252874,52,0.5977011494252874,59009,3492,0.8755892255892256,1,0.793939393939394,5,0.09476817042606515,6,1.0,6
transfer_2048,44,L_direct,G_random,0.5,1,travel,169,0,20,157,14,155,2,6,0,0,79,159,18,2,0,0,0,6,153,16,2,0,0,0,0,0,0,0,177,6,0.9548022598870056,1.0,0.7,0.7,0.012738853503184714,0.012738853503184714,0.4463276836158192,79,0.4463276836158192,174749,5312,0.9550373031987663,2,0.7222222222222222,6,0.01173469387755102,6,1.0,6
transfer_2048,44,L_direct,G_random,0.5,2,combined,244,0,48,216,39,205,11,9,0,0,131,246,18,9,6,0,0,11,228,16,2,0,0,0,0,0,0,0,264,12,0.9242424242424242,1.0,0.8125,0.8125,0.05092592592592592,0.05092592592592592,0.4962121212121212,131,0.4962121212121212,230285,8730,0.9173012818231898,3,0.8478945297127115,11,0.06861368929038102,12,1.0,12
