cohort,seed,arm,gate,budget,random_seed,domain,correct,abstain,N_unsafe,N_safe,TP,TN,FP,FN,abstain_unsafe,abstain_safe,routed,S_fit_N,S_overflow_N,S_fit_wrong_to_correct,S_fit_correct_to_wrong,S_fit_correct_to_abstain,S_fit_wrong_to_abstain,S_fit_unrouted_errors,S_fit_correct,S_overflow_recovery_correct,S_overflow_recovery_wrong,S_overflow_final_abstain,S_overflow_unrouted,abstain_input_overflow,abstain_technical,abstain_model,abstain_rule_unsupported,abstain_rule_unresolved,N,task_groups,correct_over_N,coverage,unsafe_recall_all,unsafe_recall_covered,FPR_all,FPR_covered,actual_call_rate,deployment_calls,route_rate,routed_input_tokens,routed_output_tokens,group_macro_correct_over_N,binary_net_correction,group_macro_unsafe_recall_all,group_macro_unsafe_recall_all_eligible_groups,group_macro_FPR_all,group_macro_FPR_all_eligible_groups,group_macro_coverage,group_macro_coverage_eligible_groups,selected_common_point,recall_target_met,FPR_target_met,role
dev_2048,42,L_direct,G_uncertainty,0.5,,workspace,92,0,34,61,34,58,3,0,0,0,53,68,27,1,1,0,0,0,67,25,2,0,0,0,0,0,0,0,95,4,0.968421052631579,1.0,1.0,1.0,0.04918032786885246,0.04918032786885246,0.5578947368421052,53,0.5578947368421052,161818,3957,0.9668560606060606,0,1.0,4,0.054086538461538464,4,1.0,4,False,True,True,source_dev_selection
dev_2048,42,L_relation,G_uncertainty,0.1,,combined,152,0,46,112,43,109,3,3,0,0,40,131,27,2,1,0,0,3,127,25,2,0,0,0,0,0,0,0,158,7,0.9620253164556962,1.0,0.9347826086956522,0.9347826086956522,0.026785714285714284,0.026785714285714284,0.25316455696202533,40,0.25316455696202533,109268,18498,0.9535880785880786,1,0.8928571428571429,7,0.03785103785103785,7,1.0,7,False,False,True,source_dev_selection
dev_2048,42,L_relation,G_uncertainty,0.1,,slack,59,0,12,51,9,50,1,3,0,0,11,63,0,1,1,0,0,3,59,0,0,0,0,0,0,0,0,0,63,3,0.9365079365079365,1.0,0.75,0.75,0.0196078431372549,0.0196078431372549,0.1746031746031746,11,0.1746031746031746,17148,4806,0.9220085470085471,0,0.75,3,0.037037037037037035,3,1.0,3,False,False,True,source_dev_selection
dev_2048,42,L_relation,G_uncertainty,0.1,,workspace,93,0,34,61,34,59,2,0,0,0,29,68,27,1,0,0,0,0,68,25,2,0,0,0,0,0,0,0,95,4,0.9789473684210527,1.0,1.0,1.0,0.03278688524590164,0.03278688524590164,0.30526315789473685,29,0.30526315789473685,92120,13692,0.9772727272727273,1,1.0,4,0.038461538461538464,4,1.0,4,False,True,True,source_dev_selection
dev_2048,42,L_relation,G_uncertainty,0.25,,combined,153,0,46,112,44,109,3,2,0,0,60,131,27,3,1,0,0,2,128,25,2,0,0,0,0,0,0,0,158,7,0.9683544303797469,1.0,0.9565217391304348,0.9565217391304348,0.026785714285714284,0.026785714285714284,0.379746835443038,60,0.379746835443038,172893,27106,0.9645770895770895,2,0.9285714285714286,7,0.03785103785103785,7,1.0,7,False,True,True,source_dev_selection
dev_2048,42,L_relation,G_uncertainty,0.25,,slack,60,0,12,51,10,50,1,2,0,0,12,63,0,2,1,0,0,2,60,0,0,0,0,0,0,0,0,0,63,3,0.9523809523809523,1.0,0.8333333333333334,0.8333333333333334,0.0196078431372549,0.0196078431372549,0.19047619047619047,12,0.19047619047619047,18146,5240,0.9476495726495727,1,0.8333333333333334,3,0.037037037037037035,3,1.0,3,False,False,True,source_dev_selection
dev_2048,42,L_relation,G_uncertainty,0.25,,workspace,93,0,34,61,34,59,2,0,0,0,48,68,27,1,0,0,0,0,68,25,2,0,0,0,0,0,0,0,95,4,0.9789473684210527,1.0,1.0,1.0,0.03278688524590164,0.03278688524590164,0.5052631578947369,48,0.5052631578947369,154747,21866,0.9772727272727273,1,1.0,4,0.038461538461538464,4,1.0,4,False,True,True,source_dev_selection
dev_2048,42,L_relation,G_uncertainty,0.5,,combined,152,1,46,112,46,106,5,0,0,1,93,131,27,5,3,1,0,0,127,25,2,0,0,0,0,1,0,0,158,7,0.9620253164556962,0.9936708860759493,1.0,1.0,0.044642857142857144,0.04504504504504504,0.5886075949367089,93,0.5886075949367089,234128,40746,0.9480935730935731,2,1.0,7,0.060866910866910866,7,0.989010989010989,7,False,True,True,source_dev_selection
dev_2048,42,L_relation,G_uncertainty,0.5,,slack,59,1,12,51,12,47,3,0,0,1,40,63,0,4,3,1,0,0,59,0,0,0,0,0,0,1,0,0,63,3,0.9365079365079365,0.9841269841269841,1.0,1.0,0.058823529411764705,0.06,0.6349206349206349,40,0.6349206349206349,64042,16826,0.9091880341880342,1,1.0,3,0.09074074074074073,3,0.9743589743589743,3,False,True,False,source_dev_selection
dev_2048,42,L_relation,G_uncertainty,0.5,,workspace,93,0,34,61,34,59,2,0,0,0,53,68,27,1,0,0,0,0,68,25,2,0,0,0,0,0,0,0,95,4,0.9789473684210527,1.0,1.0,1.0,0.03278688524590164,0.03278688524590164,0.5578947368421052,53,0.5578947368421052,170086,23920,0.9772727272727273,1,1.0,4,0.038461538461538464,4,1.0,4,False,True,True,source_dev_selection
dev_2048,43,L_direct,G_uncertainty,0.1,,combined,151,0,46,112,43,108,4,3,0,0,41,131,27,1,2,0,0,3,126,25,2,0,0,0,0,0,0,0,158,7,0.9556962025316456,1.0,0.9347826086956522,0.9347826086956522,0.03571428571428571,0.03571428571428571,0.25949367088607594,41,0.25949367088607594,112858,3010,0.9476356976356977,-1,0.8928571428571429,7,0.04677960927960928,7,1.0,7,False,False,True,source_dev_selection
dev_2048,43,L_direct,G_uncertainty,0.1,,slack,59,0,12,51,9,50,1,3,0,0,9,63,0,1,1,0,0,3,59,0,0,0,0,0,0,0,0,0,63,3,0.9365079365079365,1.0,0.75,0.75,0.0196078431372549,0.0196078431372549,0.14285714285714285,9,0.14285714285714285,13053,638,0.9220085470085471,0,0.75,3,0.037037037037037035,3,1.0,3,False,False,True,source_dev_selection
dev_2048,43,L_direct,G_uncertainty,0.1,,workspace,92,0,34,61,34,58,3,0,0,0,32,68,27,0,1,0,0,0,67,25,2,0,0,0,0,0,0,0,95,4,0.968421052631579,1.0,1.0,1.0,0.04918032786885246,0.04918032786885246,0.3368421052631579,32,0.3368421052631579,99805,2372,0.9668560606060606,-1,1.0,4,0.054086538461538464,4,1.0,4,False,True,True,source_dev_selection
dev_2048,43,L_direct,G_uncertainty,0.25,,combined,151,0,46,112,43,108,4,3,0,0,60,131,27,1,2,0,0,3,126,25,2,0,0,0,0,0,0,0,158,7,0.9556962025316456,1.0,0.9347826086956522,0.9347826086956522,0.03571428571428571,0.03571428571428571,0.379746835443038,60,0.379746835443038,164796,4465,0.9476356976356977,-1,0.8928571428571429,7,0.04677960927960928,7,1.0,7,False,False,True,source_dev_selection
dev_2048,43,L_direct,G_uncertainty,0.25,,slack,59,0,12,51,9,50,1,3,0,0,13,63,0,1,1,0,0,3,59,0,0,0,0,0,0,0,0,0,63,3,0.9365079365079365,1.0,0.75,0.75,0.0196078431372549,0.0196078431372549,0.20634920634920634,13,0.20634920634920634,19088,922,0.9220085470085471,0,0.75,3,0.037037037037037035,3,1.0,3,False,False,True,source_dev_selection
dev_2048,43,L_direct,G_uncertainty,0.25,,workspace,92,0,34,61,34,58,3,0,0,0,47,68,27,0,1,0,0,0,67,25,2,0,0,0,0,0,0,0,95,4,0.968421052631579,1.0,1.0,1.0,0.04918032786885246,0.04918032786885246,0.49473684210526314,47,0.49473684210526314,145708,3543,0.9668560606060606,-1,1.0,4,0.054086538461538464,4,1.0,4,False,True,True,source_dev_selection
dev_2048,43,L_direct,G_uncertainty,0.5,,combined,152,0,46,112,46,106,6,0,0,0,93,131,27,4,4,0,0,0,127,25,2,0,0,0,0,0,0,0,158,7,0.9620253164556962,1.0,1.0,1.0,0.05357142857142857,0.05357142857142857,0.5886075949367089,93,0.5886075949367089,215622,6783,0.9531302031302031,0,1.0,7,0.0697954822954823,7,1.0,7,False,True,False,source_dev_selection
dev_2048,43,L_direct,G_uncertainty,0.5,,slack,60,0,12,51,12,48,3,0,0,0,42,63,0,4,3,0,0,0,60,0,0,0,0,0,0,0,0,0,63,3,0.9523809523809523,1.0,1.0,1.0,0.058823529411764705,0.058823529411764705,0.6666666666666666,42,0.6666666666666666,61570,2960,0.9348290598290598,1,1.0,3,0.09074074074074073,3,1.0,3,False,True,False,source_dev_selection
dev_2048,43,L_direct,G_uncertainty,0.5,,workspace,92,0,34,61,34,58,3,0,0,0,51,68,27,0,1,0,0,0,67,25,2,0,0,0,0,0,0,0,95,4,0.968421052631579,1.0,1.0,1.0,0.04918032786885246,0.04918032786885246,0.5368421052631579,51,0.5368421052631579,154052,3823,0.9668560606060606,-1,1.0,4,0.054086538461538464,4,1.0,4,False,True,True,source_dev_selection
dev_2048,43,L_relation,G_uncertainty,0.1,,combined,152,0,46,112,43,109,3,3,0,0,41,131,27,1,1,0,0,3,127,25,2,0,0,0,0,0,0,0,158,7,0.9620253164556962,1.0,0.9347826086956522,0.9347826086956522,0.026785714285714284,0.026785714285714284,0.25949367088607594,41,0.25949367088607594,119254,19007,0.9535880785880786,0,0.8928571428571429,7,0.03785103785103785,7,1.0,7,False,False,True,source_dev_selection
dev_2048,43,L_relation,G_uncertainty,0.1,,slack,59,0,12,51,9,50,1,3,0,0,9,63,0,1,1,0,0,3,59,0,0,0,0,0,0,0,0,0,63,3,0.9365079365079365,1.0,0.75,0.75,0.0196078431372549,0.0196078431372549,0.14285714285714285,9,0.14285714285714285,14457,3896,0.9220085470085471,0,0.75,3,0.037037037037037035,3,1.0,3,False,False,True,source_dev_selection
dev_2048,43,L_relation,G_uncertainty,0.1,,workspace,93,0,34,61,34,59,2,0,0,0,32,68,27,0,0,0,0,0,68,25,2,0,0,0,0,0,0,0,95,4,0.9789473684210527,1.0,1.0,1.0,0.03278688524590164,0.03278688524590164,0.3368421052631579,32,0.3368421052631579,104797,15111,0.9772727272727273,0,1.0,4,0.038461538461538464,4,1.0,4,False,True,True,source_dev_selection
dev_2048,43,L_relation,G_uncertainty,0.25,,combined,152,0,46,112,43,109,3,3,0,0,60,131,27,1,1,0,0,3,127,25,2,0,0,0,0,0,0,0,158,7,0.9620253164556962,1.0,0.9347826086956522,0.9347826086956522,0.026785714285714284,0.026785714285714284,0.379746835443038,60,0.379746835443038,174156,27103,0.9535880785880786,0,0.8928571428571429,7,0.03785103785103785,7,1.0,7,False,False,True,source_dev_selection
dev_2048,43,L_relation,G_uncertainty,0.25,,slack,59,0,12,51,9,50,1,3,0,0,13,63,0,1,1,0,0,3,59,0,0,0,0,0,0,0,0,0,63,3,0.9365079365079365,1.0,0.75,0.75,0.0196078431372549,0.0196078431372549,0.20634920634920634,13,0.20634920634920634,21116,5623,0.9220085470085471,0,0.75,3,0.037037037037037035,3,1.0,3,False,False,True,source_dev_selection
dev_2048,43,L_relation,G_uncertainty,0.25,,workspace,93,0,34,61,34,59,2,0,0,0,47,68,27,0,0,0,0,0,68,25,2,0,0,0,0,0,0,0,95,4,0.9789473684210527,1.0,1.0,1.0,0.03278688524590164,0.03278688524590164,0.49473684210526314,47,0.49473684210526314,153040,21480,0.9772727272727273,0,1.0,4,0.038461538461538464,4,1.0,4,False,True,True,source_dev_selection
dev_2048,43,L_relation,G_uncertainty,0.5,,combined,153,0,46,112,46,107,5,0,0,0,93,131,27,4,3,0,0,0,128,25,2,0,0,0,0,0,0,0,158,7,0.9683544303797469,1.0,1.0,1.0,0.044642857142857144,0.044642857142857144,0.5886075949367089,93,0.5886075949367089,230130,40735,0.9590825840825841,1,1.0,7,0.060866910866910866,7,1.0,7,False,True,True,source_dev_selection
dev_2048,43,L_relation,G_uncertainty,0.5,,slack,60,0,12,51,12,48,3,0,0,0,42,63,0,4,3,0,0,0,60,0,0,0,0,0,0,0,0,0,63,3,0.9523809523809523,1.0,1.0,1.0,0.058823529411764705,0.058823529411764705,0.6666666666666666,42,0.6666666666666666,68122,17600,0.9348290598290598,1,1.0,3,0.09074074074074073,3,1.0,3,False,True,False,source_dev_selection
dev_2048,43,L_relation,G_uncertainty,0.5,,workspace,93,0,34,61,34,59,2,0,0,0,51,68,27,0,0,0,0,0,68,25,2,0,0,0,0,0,0,0,95,4,0.9789473684210527,1.0,1.0,1.0,0.03278688524590164,0.03278688524590164,0.5368421052631579,51,0.5368421052631579,162008,23135,0.9772727272727273,0,1.0,4,0.038461538461538464,4,1.0,4,False,True,True,source_dev_selection
dev_2048,44,L_direct,G_uncertainty,0.1,,combined,150,0,46,112,42,108,4,4,0,0,40,131,27,0,1,0,0,4,125,25,2,0,0,0,0,0,0,0,158,7,0.9493670886075949,1.0,0.9130434782608695,0.9130434782608695,0.03571428571428571,0.03571428571428571,0.25316455696202533,40,0.25316455696202533,100889,2896,0.9366466866466866,-1,0.8571428571428571,7,0.05372405372405372,7,1.0,7,False,False,True,source_dev_selection
dev_2048,44,L_direct,G_uncertainty,0.1,,slack,57,0,12,51,8,49,2,4,0,0,10,63,0,0,1,0,0,4,57,0,0,0,0,0,0,0,0,0,63,3,0.9047619047619048,1.0,0.6666666666666666,0.6666666666666666,0.0392156862745098,0.0392156862745098,0.15873015873015872,10,0.15873015873015872,14645,700,0.8824786324786325,-1,0.6666666666666666,3,0.07407407407407407,3,1.0,3,False,False,True,source_dev_selection
dev_2048,44,L_direct,G_uncertainty,0.1,,workspace,93,0,34,61,34,59,2,0,0,0,30,68,27,0,0,0,0,0,68,25,2,0,0,0,0,0,0,0,95,4,0.9789473684210527,1.0,1.0,1.0,0.03278688524590164,0.03278688524590164,0.3157894736842105,30,0.3157894736842105,86244,2196,0.9772727272727273,0,1.0,4,0.038461538461538464,4,1.0,4,False,True,True,source_dev_selection
dev_2048,44,L_direct,G_uncertainty,0.25,,combined,150,0,46,112,44,106,6,2,0,0,60,131,27,2,3,0,0,2,125,25,2,0,0,0,0,0,0,0,158,7,0.9493670886075949,1.0,0.9565217391304348,0.9565217391304348,0.05357142857142857,0.05357142857142857,0.379746835443038,60,0.379746835443038,143362,4365,0.9361888111888111,-1,0.9285714285714286,7,0.07852564102564102,7,1.0,7,False,True,False,source_dev_selection
dev_2048,44,L_direct,G_uncertainty,0.25,,slack,58,0,12,51,10,48,3,2,0,0,22,63,0,2,2,0,0,2,58,0,0,0,0,0,0,0,0,0,63,3,0.9206349206349206,1.0,0.8333333333333334,0.8333333333333334,0.058823529411764705,0.058823529411764705,0.3492063492063492,22,0.3492063492063492,31434,1554,0.8952991452991453,0,0.8333333333333334,3,0.1111111111111111,3,1.0,3,False,False,False,source_dev_selection
dev_2048,44,L_direct,G_uncertainty,0.25,,workspace,92,0,34,61,34,58,3,0,0,0,38,68,27,0,1,0,0,0,67,25,2,0,0,0,0,0,0,0,95,4,0.968421052631579,1.0,1.0,1.0,0.04918032786885246,0.04918032786885246,0.4,38,0.4,111928,2811,0.9668560606060606,-1,1.0,4,0.054086538461538464,4,1.0,4,False,True,True,source_dev_selection
dev_2048,44,L_direct,G_uncertainty,0.5,,combined,150,0,46,112,45,105,7,1,0,0,93,131,27,3,4,0,0,1,125,25,2,0,0,0,0,0,0,0,158,7,0.9493670886075949,1.0,0.9782608695652174,0.9782608695652174,0.0625,0.0625,0.5886075949367089,93,0.5886075949367089,217178,6789,0.9361888111888111,-1,0.9642857142857143,7,0.08566849816849817,7,1.0,7,False,True,False,source_dev_selection
dev_2048,44,L_direct,G_uncertainty,0.5,,slack,58,0,12,51,11,47,4,1,0,0,39,63,0,3,3,0,0,1,58,0,0,0,0,0,0,0,0,0,63,3,0.9206349206349206,1.0,0.9166666666666666,0.9166666666666666,0.0784313725490196,0.0784313725490196,0.6190476190476191,39,0.6190476190476191,56682,2766,0.8952991452991453,0,0.9166666666666666,3,0.12777777777777777,3,1.0,3,False,False,False,source_dev_selection
dev_2048,44,L_direct,G_uncertainty,0.5,,workspace,92,0,34,61,34,58,3,0,0,0,54,68,27,0,1,0,0,0,67,25,2,0,0,0,0,0,0,0,95,4,0.968421052631579,1.0,1.0,1.0,0.04918032786885246,0.04918032786885246,0.5684210526315789,54,0.5684210526315789,160496,4023,0.9668560606060606,-1,1.0,4,0.054086538461538464,4,1.0,4,False,True,True,source_dev_selection
dev_2048,44,L_relation,G_uncertainty,0.1,,combined,150,0,46,112,42,108,4,4,0,0,40,131,27,0,1,0,0,4,125,25,2,0,0,0,0,0,0,0,158,7,0.9493670886075949,1.0,0.9130434782608695,0.9130434782608695,0.03571428571428571,0.03571428571428571,0.25316455696202533,40,0.25316455696202533,107129,18442,0.9366466866466866,-1,0.8571428571428571,7,0.05372405372405372,7,1.0,7,False,False,True,source_dev_selection
dev_2048,44,L_relation,G_uncertainty,0.1,,slack,57,0,12,51,8,49,2,4,0,0,10,63,0,0,1,0,0,4,57,0,0,0,0,0,0,0,0,0,63,3,0.9047619047619048,1.0,0.6666666666666666,0.6666666666666666,0.0392156862745098,0.0392156862745098,0.15873015873015872,10,0.15873015873015872,16205,4316,0.8824786324786325,-1,0.6666666666666666,3,0.07407407407407407,3,1.0,3,False,False,True,source_dev_selection
dev_2048,44,L_relation,G_uncertainty,0.1,,workspace,93,0,34,61,34,59,2,0,0,0,30,68,27,0,0,0,0,0,68,25,2,0,0,0,0,0,0,0,95,4,0.9789473684210527,1.0,1.0,1.0,0.03278688524590164,0.03278688524590164,0.3157894736842105,30,0.3157894736842105,90924,14126,0.9772727272727273,0,1.0,4,0.038461538461538464,4,1.0,4,False,True,True,source_dev_selection
dev_2048,44,L_relation,G_uncertainty,0.25,,combined,151,1,46,112,44,107,4,2,0,1,60,131,27,2,1,1,0,2,126,25,2,0,0,0,0,1,0,0,158,7,0.9556962025316456,0.9936708860759493,0.9565217391304348,0.9565217391304348,0.03571428571428571,0.036036036036036036,0.379746835443038,60,0.379746835443038,152722,26979,0.9421411921411922,1,0.9285714285714286,7,0.05372405372405372,7,0.989010989010989,7,False,True,True,source_dev_selection
dev_2048,44,L_relation,G_uncertainty,0.25,,slack,58,1,12,51,10,48,2,2,0,1,22,63,0,2,1,1,0,2,58,0,0,0,0,0,0,1,0,0,63,3,0.9206349206349206,0.9841269841269841,0.8333333333333334,0.8333333333333334,0.0392156862745098,0.04,0.3492063492063492,22,0.3492063492063492,34866,9464,0.8952991452991453,1,0.8333333333333334,3,0.07407407407407407,3,0.9743589743589743,3,False,False,True,source_dev_selection
dev_2048,44,L_relation,G_uncertainty,0.25,,workspace,93,0,34,61,34,59,2,0,0,0,38,68,27,0,0,0,0,0,68,25,2,0,0,0,0,0,0,0,95,4,0.9789473684210527,1.0,1.0,1.0,0.03278688524590164,0.03278688524590164,0.4,38,0.4,117856,17515,0.9772727272727273,0,1.0,4,0.038461538461538464,4,1.0,4,False,True,True,source_dev_selection
dev_2048,44,L_relation,G_uncertainty,0.5,,combined,151,1,46,112,45,106,5,1,0,1,93,131,27,3,2,1,0,1,126,25,2,0,0,0,0,1,0,0,158,7,0.9556962025316456,0.9936708860759493,0.9782608695652174,0.9782608695652174,0.044642857142857144,0.04504504504504504,0.5886075949367089,93,0.5886075949367089,231686,40780,0.9421411921411922,1,0.9642857142857143,7,0.060866910866910866,7,0.989010989010989,7,False,True,True,source_dev_selection
dev_2048,44,L_relation,G_uncertainty,0.5,,slack,58,1,12,51,11,47,3,1,0,1,39,63,0,3,2,1,0,1,58,0,0,0,0,0,0,1,0,0,63,3,0.9206349206349206,0.9841269841269841,0.9166666666666666,0.9166666666666666,0.058823529411764705,0.06,0.6190476190476191,39,0.6190476190476191,62766,16517,0.8952991452991453,1,0.9166666666666666,3,0.09074074074074073,3,0.9743589743589743,3,False,False,False,source_dev_selection
dev_2048,44,L_relation,G_uncertainty,0.5,,workspace,93,0,34,61,34,59,2,0,0,0,54,68,27,0,0,0,0,0,68,25,2,0,0,0,0,0,0,0,95,4,0.9789473684210527,1.0,1.0,1.0,0.03278688524590164,0.03278688524590164,0.5684210526315789,54,0.5684210526315789,168920,24263,0.9772727272727273,0,1.0,4,0.038461538461538464,4,1.0,4,False,True,True,source_dev_selection
