cohort,seed,arm,gate,budget,random_seed,domain,correct,abstain,N_unsafe,N_safe,TP,TN,FP,FN,abstain_unsafe,abstain_safe,routed,S_fit_N,S_overflow_N,S_fit_wrong_to_correct,S_fit_correct_to_wrong,S_fit_correct_to_abstain,S_fit_wrong_to_abstain,S_fit_unrouted_errors,S_fit_correct,S_overflow_recovery_correct,S_overflow_recovery_wrong,S_overflow_final_abstain,S_overflow_unrouted,abstain_input_overflow,abstain_technical,abstain_model,abstain_rule_unsupported,abstain_rule_unresolved,N,task_groups,correct_over_N,coverage,unsafe_recall_all,unsafe_recall_covered,FPR_all,FPR_covered,actual_call_rate,deployment_calls,route_rate,routed_input_tokens,routed_output_tokens,group_macro_correct_over_N,binary_net_correction,incremental_calls_vs_overflow,incremental_correct_vs_overflow
old_test_800,42,L_direct,G_random,0.5,11,combined,94,0,35,61,35,59,2,0,0,0,50,82,14,0,1,0,0,0,81,13,1,0,0,0,0,0,0,0,96,7,0.9791666666666666,1.0,1.0,1.0,0.03278688524590164,0.03278688524590164,0.5208333333333334,50,0.5208333333333334,95954,3460,0.978806907378336,-1,36,-1
old_test_800,42,L_direct,G_random,0.5,12,combined,95,0,35,61,35,60,1,0,0,0,50,82,14,0,0,0,0,0,82,13,1,0,0,0,0,0,0,0,96,7,0.9895833333333334,1.0,1.0,1.0,0.01639344262295082,0.01639344262295082,0.5208333333333334,50,0.5208333333333334,94845,3445,0.989010989010989,0,36,0
old_test_800,42,L_direct,G_random,0.5,13,combined,95,0,35,61,35,60,1,0,0,0,50,82,14,0,0,0,0,0,82,13,1,0,0,0,0,0,0,0,96,7,0.9895833333333334,1.0,1.0,1.0,0.01639344262295082,0.01639344262295082,0.5208333333333334,50,0.5208333333333334,91497,3415,0.989010989010989,0,36,0
old_test_800,42,L_direct,G_random,0.5,14,combined,94,0,35,61,35,59,2,0,0,0,50,82,14,0,1,0,0,0,81,13,1,0,0,0,0,0,0,0,96,7,0.9791666666666666,1.0,1.0,1.0,0.03278688524590164,0.03278688524590164,0.5208333333333334,50,0.5208333333333334,87028,3388,0.978806907378336,-1,36,-1
old_test_800,42,L_direct,G_random,0.5,15,combined,94,0,35,61,35,59,2,0,0,0,50,82,14,0,1,0,0,0,81,13,1,0,0,0,0,0,0,0,96,7,0.9791666666666666,1.0,1.0,1.0,0.03278688524590164,0.03278688524590164,0.5208333333333334,50,0.5208333333333334,92754,3377,0.978806907378336,-1,36,-1
old_test_800,42,L_direct,G_random,0.5,16,combined,95,0,35,61,35,60,1,0,0,0,50,82,14,0,0,0,0,0,82,13,1,0,0,0,0,0,0,0,96,7,0.9895833333333334,1.0,1.0,1.0,0.01639344262295082,0.01639344262295082,0.5208333333333334,50,0.5208333333333334,92549,3407,0.989010989010989,0,36,0
old_test_800,42,L_direct,G_random,0.5,17,combined,95,0,35,61,35,60,1,0,0,0,50,82,14,0,0,0,0,0,82,13,1,0,0,0,0,0,0,0,96,7,0.9895833333333334,1.0,1.0,1.0,0.01639344262295082,0.01639344262295082,0.5208333333333334,50,0.5208333333333334,90303,3408,0.989010989010989,0,36,0
old_test_800,42,L_direct,G_random,0.5,18,combined,94,0,35,61,35,59,2,0,0,0,50,82,14,0,1,0,0,0,81,13,1,0,0,0,0,0,0,0,96,7,0.9791666666666666,1.0,1.0,1.0,0.03278688524590164,0.03278688524590164,0.5208333333333334,50,0.5208333333333334,90990,3409,0.978806907378336,-1,36,-1
old_test_800,42,L_direct,G_random,0.5,19,combined,93,0,35,61,35,58,3,0,0,0,50,82,14,0,2,0,0,0,80,13,1,0,0,0,0,0,0,0,96,7,0.96875,1.0,1.0,1.0,0.04918032786885246,0.04918032786885246,0.5208333333333334,50,0.5208333333333334,93352,3505,0.9686028257456829,-2,36,-2
old_test_800,42,L_relation,G_overflow,,,combined,94,1,35,61,35,59,1,0,0,1,14,82,14,0,0,0,0,0,82,12,1,1,0,0,1,0,0,0,96,7,0.9791666666666666,0.9895833333333334,1.0,1.0,0.01639344262295082,0.016666666666666666,0.14583333333333334,14,0.14583333333333334,34890,6427,0.9794871794871794,0,0,0
old_test_800,42,L_relation,L_all,,,combined,93,1,35,61,35,58,2,0,0,1,96,82,14,0,1,0,0,0,81,12,1,1,0,0,1,0,0,0,96,7,0.96875,0.9895833333333334,1.0,1.0,0.03278688524590164,0.03333333333333333,1.0,96,1.0,186316,38626,0.9692830978545265,-1,82,-1
old_test_800,42,L_relation,G_uncertainty,0.1,,combined,94,1,35,61,35,59,1,0,0,1,18,82,14,0,0,0,0,0,82,12,1,1,0,0,1,0,0,0,96,7,0.9791666666666666,0.9895833333333334,1.0,1.0,0.01639344262295082,0.016666666666666666,0.1875,18,0.1875,42805,8268,0.9794871794871794,0,4,0
old_test_800,42,L_relation,G_random,0.1,0,combined,94,1,35,61,35,59,1,0,0,1,18,82,14,0,0,0,0,0,82,12,1,1,0,0,1,0,0,0,96,7,0.9791666666666666,0.9895833333333334,1.0,1.0,0.01639344262295082,0.016666666666666666,0.1875,18,0.1875,40021,7951,0.9794871794871794,0,4,0
old_test_800,42,L_relation,G_random,0.1,1,combined,94,1,35,61,35,59,1,0,0,1,18,82,14,0,0,0,0,0,82,12,1,1,0,0,1,0,0,0,96,7,0.9791666666666666,0.9895833333333334,1.0,1.0,0.01639344262295082,0.016666666666666666,0.1875,18,0.1875,40687,8075,0.9794871794871794,0,4,0
old_test_800,42,L_relation,G_random,0.1,2,combined,94,1,35,61,35,59,1,0,0,1,18,82,14,0,0,0,0,0,82,12,1,1,0,0,1,0,0,0,96,7,0.9791666666666666,0.9895833333333334,1.0,1.0,0.01639344262295082,0.016666666666666666,0.1875,18,0.1875,40857,8053,0.9794871794871794,0,4,0
